"Date","Tenant Name","Net Sales"
"2025-02-08","Beachside Shave Ice","424"
"2025-02-09","Beachside Shave Ice",NULL
"2025-02-10","Beachside Shave Ice","390.2"
"2025-02-11","Beachside Shave Ice","404.5"
"2025-02-12","Beachside Shave Ice",NULL
"2025-02-13","Beachside Shave Ice","409.3"
"2025-02-14","Beachside Shave Ice","444.5"
"2025-02-15","Beachside Shave Ice","98"
"2025-02-17","Beachside Shave Ice","154"
"2025-02-18","Beachside Shave Ice","434"
"2025-02-19","Beachside Shave Ice",NULL
"2025-02-20","Beachside Shave Ice","393.3"
"2025-02-21","Beachside Shave Ice","311.2"
"2025-02-22","Beachside Shave Ice","328.3"
"2025-02-24","Beachside Shave Ice","448.5"
"2025-02-25","Beachside Shave Ice","375"
"2025-02-26","Beachside Shave Ice",NULL
"2025-02-27","Beachside Shave Ice","326.6"
"2025-02-28","Beachside Shave Ice","200.4"
"2025-03-01","Beachside Shave Ice","295.4"
"2025-03-03","Beachside Shave Ice","379.9"
"2025-03-04","Beachside Shave Ice","214.6"
"2025-03-05","Beachside Shave Ice",NULL
"2025-03-06","Beachside Shave Ice","424.7"
"2025-03-07","Beachside Shave Ice","285.7"
"2025-03-08","Beachside Shave Ice","422"
"2025-03-10","Beachside Shave Ice","377.3"
"2025-03-11","Beachside Shave Ice","435"
"2025-03-12","Beachside Shave Ice",NULL
"2025-03-13","Beachside Shave Ice","410"
"2025-03-14","Beachside Shave Ice","592.6"
"2025-03-15","Beachside Shave Ice","671"
"2025-03-17","Beachside Shave Ice","543.8"
"2025-03-18","Beachside Shave Ice","729"
"2025-03-19","Beachside Shave Ice",NULL
"2025-03-20","Beachside Shave Ice","530.2"
"2025-03-21","Beachside Shave Ice","486.3"
"2025-03-22","Beachside Shave Ice","738"
"2025-03-24","Beachside Shave Ice","930.6"
"2025-03-25","Beachside Shave Ice","843"
